,University,Country,Street Address,Locality,Postal Code,Region
6479, Nile Source Polytechnic of Applied Arts,rw ,PO Box 467,Butare,,Southern Province
6480, Nile University,eg ,Square on 26th of July Corridor,Sheikh,12677,Cairo
6481, Nile University of Nigeria,ng ,"Plot 681, Cadastral Zone C 00, Research & Institution Area, Jabi Airport Bypass",Abuja,,Federal Capital Territory
6482, Nile Valley University,sd ,PO Box 1843,Khartoum,1843,Khartoum
6483, NIMS University,in ,"Shobha Nagar, N. H. 11C",Jaipur,303 121,Rajasthan
6484, Ningbo Dahongying University,cn ,,Ningbo,,Zhejiang
6485, Ningbo University,cn ,"818 Fenghua Road, Jiangbei",Ningbo,315211,Zhejiang
6486, Ningbo University of Technology,cn ,"Ningbo Fenghua Road, No. 201",Ningbo,,Zhejiang
6487, Ningde Normal University,cn ,Jiaocheng,Ningde,352100,Fujian
6488, Ningxia Institute of Science and Technology,cn ,,Shizuishan,,Ningxia
6489, Ningxia Medical University,cn ,,Yinchuan,,Ningxia
6490, Ningxia Normal University,cn ,,Guyuan,,Ningxia
6491, Ningxia University,cn ,"489 Helanshan W Road, Xixia District",Yinchuan,750021,Ningxia
6492, Nipissing University,ca ,100 College Drive,North,P1B 8L7,Ontario
6493, Nippon Bunri University,jp ,1727 Ichigi,Oita,870-0397,Oita
6494, Nippon Institute of Technology,jp ,4-1 Gakuendai,Miyashiro,345-8501,Saitama
6495, Nippon Medical School,jp ,"1-1-5 Sendagi, Bunkyo-ku",Tokyo,113-8602,Tokyo
6496, Nippon Sport Science University,jp ,"7-1-1 Fukasawa, Setagaya-ku",Tokyo,158-8508,Tokyo
6497, Nippon Veterinary and Life Science University,jp ,1-7-1 Kyonan-cho,Musashino,180,Tokyo
6498, Nirma University of Science and Technology,in ,Sarkhej-Gandhinagar Highway,Ahmedabad,382 481,Gujarat
6499, Nisantasi Üniversitesi,tr ,"HASBAHÇE CAD. NO.88, KAGITHANE",Istanbul,,Istanbul
6500, Nishikyushu University,jp ,4490-9 Oaza-Osaki,Kanzaki,842-8585,Saga
6501, Nishinippon Institute of Technology,jp ,1-11 Aratsu,Kanda,800-0394,Fukuoka
6502, Nishogakusha University,jp ,"6-16 Sanban-cho, Chiyoda-ku",Tokyo,102-8336,Tokyo
6503, NITTE University,in ,"6th Floor, University Enclave Medical Sciences Complex Deralakatte",Mangalore,575 003,Karnataka
6504, Nizam's Institute of Medical Sciences,in ,Panjagutta,Hyderabad,500 082,Telangana
6505, Nizhnevartovsk State University,ru ,"Lenin, 56",Nizhnevartovsk,626440,Khanty-Mansi Autonomous Okrug
6506, Nizhny Novgorod State Agricultural Academy,ru ,"Gagarin prospect, 97",Nighny,603107,
6507, Nizhny Novgorod State Medical Academy,ru ,10/1 Minin and Pozharsky Sq,Nizhny,603005,Nizhny Novgorod Oblast
6508, Nizhny Novgorod State Pedagogical University,ru ,"ul. Ulyanova, 1",Nizhny,603950,Nizhny Novgorod Oblast
6509, Nizhny Novgorod State Technical University,ru ,ul. Minina 24,Nizhny,603600,Nizhny Novgorod Oblast
6510, Nizhny Novgorod State University of Architecture and Civil Engineering,ru ,65 Ilyinskaja Street,Nizhny,603950,Nizhny Novgorod Oblast
6511, Nizhyn Gogol State University,ua ,"Hrafska Street, 2",Nizhyn,16600,Chernihiv Oblast
6512, Nizwa College of Technology,om ,"Nizwa-Izki Road, PO Box 477",Nizwa,611,Ad Dakhiliyah
6513, Njala University,sl ,17 Henry Street,Freetown,,Western Area
6514, Nkhoma University,mw ,PO Box 136,Lilongwe,,Central Region
6515, Nkumba University,ug ,Kampala-Entebbe Highway; PO Box 237,Entebbe,,Central Region
6516, NLA Høgskolen,no ,Postboks 74 Sandviken,Bergen,5812,Hordaland
6517, Nnamdi Azikiwe University,ng ,Private Mailbox 5025,Awka,,Anambra
6518, Noakhali Science and Technology University,bd ,Sonapur,Noakhali,3814,Chittagong
6519, Noida International University,in ,"Plot No. 1, Sector-17 A, Yamuna Expressway, Gautam",Greater,203 201,Uttar Pradesh
6520, Noman Sadat Institute of Higher Education,af ,,Kabul,,Kabul
6521, Noorin Institute of Higher Education,af ,,Kabul,,Kabul
6522, Nordakademie Hochschule der Wirtschaft,de ,Köllner Chaussee 11,Elmshorn,25337,Schleswig-Holstein
6523, Norfolk State University,us ,700 Park Avenue,Norfolk,23504-8000,Virginia
6524, Norges Handelshøyskole,no ,Helleveien 30,Bergen,5045,Hordaland
6525, Norges idrettshøgskole,no ,"PB 4014, Ullevål Stadion",Oslo,0806,Oslo
6526, Norges miljø- og biovitenskapelige universitet,no ,Postboks 5003,Aas,1432,Akershus
6527, Norges musikkhøgskole,no ,Slemdalsvn. 11,Oslo,0302,Oslo
6528, Norges teknisk-naturvitenskaplige universitet,no ,NTNU,Trondheim,7491,Sor-Trondelag
6529, North Asia University,jp ,46-1 Morisawa,Akita,010-8515,Akita
6530, North Bangkok University,th ,"New Bridge Campus 6/99 Soi Phaholyothin 52 Phaholyothin Road, Klongsan, Sai Mai",Bangkok,10220,Bangkok
6531, North Bengal International University,bd ,"Dainik Barta Complex, 3rd & 4th Floor, Alupatti",Rajshahi,6100,Rajshahi
6532, North Carolina Agricultural and Technical State University,us ,1601 E Market Street,Greensboro,27411,North Carolina
6533, North Carolina Central University,us ,1801 Fayetteville Street,Durham,27707,North Carolina
6534, North Carolina State University,us ,2101 Hillsborough Street,Raleigh,27695-7103,North Carolina
6535, North Carolina Wesleyan College,us ,3400 N Wesleyan Boulevard,Rocky,27804,North Carolina
6536, North Caucasian Institute of Mining and Metallurgy,ru ,"ul. Cosmonaut Nikolayev, 44",Vladikavkaz,362021,North Ossetia-Alania Republic
6537, North Caucasus Federal University,ru ,prosp. Kulakova 2,Stavropol,355038,Stavropol Krai
6538, North Central College,us ,30 N Brainard Street,Naperville,60540,Illinois
6539, North Central University,us ,910 Elliot Avenue,Minneapolis,55404-1391,Minnesota
6540, North Chiang Mai University,th ,"169 Moo 3, Cholaprathan Raod, Nong Keaw, Hangdong",Chiang,50230,Chiang Mai
6541, North China Electric Power University,cn ,"2, Beinonglu, Huilongguan, Changping District",Beijing,102206,Beijing
6542, North China Institute of Aerospace Engineering,cn ,,Langfang,,Hebei
6543, North China Institute of Science and Technology,cn ,,Sanhe,,Hebei
6544, North China University of Science and Technology,cn ,"46 Xin Hua Xi Dao, Lunan",Tangshan,063000,Hebei
6545, North China University of Technology,cn ,"5 Jinyuanzhuan Road, Shijingshan District",Beijing,100041,Beijing
6546, North China University of Water Resources and Electric Power,cn ,,Zhengzhou,,Henan
6547, North Dakota State University,us ,1301 12th Avenue North,Fargo,58108-6050,North Dakota
6548, North East Frontier Technical University,in ,,Aalo,,Arunachal Pradesh
6549, North East University Bangladesh,bd ,"Telihaor, Sheikhghat",Sylhet,3100,Sylhet
6550, North Eastern Hill University,in ,"PO NEHU Campus, Mawkynroh - Umshing",Shillong,793 022,Meghalaya
6551, North Eastern Regional Institute of Science and Technology,in ,Nirjuli,Itanagar,791 109,Arunachal Pradesh
6552, North Eastern University,th ,"199/19 Mitraphap Road, Muang",Khon,40000,Khon Kaen
6553, North Greenville University,us ,7801 N. Tigerville Road,Tigerville,29688-1892,South Carolina
6554, North Kazakhstan State University,kz ,"Pushkin str., 86",Petropavlovsk,150000,North Kazakhstan
6555, North Khorasan University of Medical Sciences,ir ,,Bojnord,,North Khorasan
6556, North Maharashtra University,in ,"PO Box 80, Umavi Nagar",Jalgaon,425001,Maharashtra
6557, North Orissa University,in ,"Sriram Chandra Vihar, Takatpur",Baripada,757 003,Odisha
6558, North Ossetian State University,ru ,ul. Vatutina 46,Vladikavkaz,362025,North Ossetia-Alania Republic
6559, North Park University,us ,3225 W Foster Avenue,Chicago,60625-4895,Illinois
6560, North Sichuan Medical College,cn ,,Nanchong,637000,Sichuan
6561, North South University,bd ,"Plot 15, Block B, Bashundhara",Dhaka,1229,Dhaka
6562, North State Medical University,ru ,Troickij prosp. 51,Arkhangelsk,163061,Arkhangelsk Oblast
6563, North University of China,cn ,,Taiyuan,,Shanxi
6564, North University of Nationalities,cn ,"204 Wenchang N St, Xixia",Yinchuan,750021,Ningxia
6565, North Western University,bd ,"236, M.A Bari Road, Sonadanga",Khulna,9100,Khulna
6566, Northeast Agricultural University,cn ,"59 Mucai Street, Xiangfang District",Harbin,150030,Heilongjiang
6567, Northeast Catholic College,us ,511 Kearsarge Mountain Road,Warner,03278-4012,New Hampshire
6568, Northeast Electric Power University,cn ,"169 Changchun Road, Chuanying Qu",Jilin,132012,Jilin
6569, Northeast Forestry University,cn ,"26 Hexing Road, Xiangfang District",Harbin,150040,Heilongjiang
6570, Northeast Normal University,cn ,138 Renmin Street,Changchun,130024,Jilin
6571, Northeast Ohio Medical University,us ,4209 State Route 44,Rootstown,44272-0095,Ohio
6572, Northeast Petroleum University,cn ,Hi-tech Development Zone,Daqing,163318,Heilongjiang
6573, North-Eastern Federal University,ru ,"Belinskiy str, 58, suite 312",Yakutsk,677980,Sakha Republic
6574, Northeastern Illinois University,us ,5500 North St. Louis Avenue,Chicago,60625-4699,Illinois
6575, Northeastern State University,us ,600 N Grand,Tahlequah,74464-2399,Oklahoma
6576, North-Eastern State University,ru ,Port Street 13,Magadan,685014,Magadan Oblast
6577, Northeastern University,us ,360 Huntington Avenue,Boston,02115-5000,Massachusetts
6578," Northeastern University, China",cn ,"3-11 Wen Hua Road, Heping District",Shenyang,110004,Liaoning
6579, Northern (Arctic) Federal University,ru ,"17, Nabereznaya Severnoj Dviny",Arkhangelsk,163002,Arkhangelsk Oblast
6580, Northern Alberta Institute of Technology,ca ,11762 106 Street,Edmonton,T5G 2R1,Alberta
6581, Northern Arizona University,us ,1900 S. Knoles Drive,Flagstaff,86011-4092,Arizona
6582, Northern Borders University,sa ,PO Box 1321,Arar,73222,Northern Borders
6583, Northern Caribbean University,jm ,Manchester Road,Mandeville,,Manchester
6584, Northern Illinois University,us ,1425 W. Lincoln Highway,DeKalb,60115-2854,Illinois
6585, Northern Kentucky University,us ,Nunn Drive,Highland,41099,Kentucky
6586, Northern Luzon Adventist College,ph ,"Artacho, Sison",Pangasinan,2434,Calabarzon
6587, Northern Michigan University,us ,1401 Presque Isle Avenue,Marquette,49855,Michigan
6588, Northern New Mexico College,us ,921 Paseo de Onate,Espanola,87532,New Mexico
6589, Northern Ossetian State Academy of Medicine,ru ,str. Pushkinskaja 40,Vladikavkaz,362019,North Ossetia-Alania Republic
6590, Northern Polytechnic,sl ,,Makeni,,Northern Province
6591, Northern School of Contemporary Dance,gb ,98 Chapeltown Road,Leeds,LS7 4BH,West Yorkshire
6592, Northern State University,us ,1200 S Jay Street,Aberdeen,57401-7198,South Dakota
6593, Northern University,pk ,3-The Mall,Nowshera,,Khyber Pakhtunkhwa
6594, Northern University of Bangladesh,bd ,"93, Kazi Nazrul Islam Avenue",Dhaka,1215,Dhaka
6595," Northern University of Business and Technology, Khulna",bd ,"Shib Bari Circle, Sonadanga",Khulna,9100,Khulna
6596, Northland College,us ,1411 Ellis Avenue,Ashland,54806-3999,Wisconsin
6597, Northpoint Bible College,us ,320 South Main Street,Haverhill,01835,Massachusetts
6598, Northrise University,zm ,"Carvelle House, Buteko Avenue, PO Box 240271",Ndola,10101,Copperbelt
6599, Northumbria University,gb ,"City Campus, 2 Ellison Place",Newcastle,NE1 8ST,North East England
6600, Northwest A&F University,cn ,3 Taicheng Road,Yangling,712100,Shaanxi
6601, Northwest Christian University,us ,828 E 11Th Avenue,Eugene,97401-3745,Oregon
6602, Northwest Florida State College,us ,100 College Boulevard,Niceville,32578-1295,Florida
6603, Northwest Missouri State University,us ,800 University Drive,Maryville,64468-6001,Missouri
6604, Northwest Nazarene University,us ,623 S University Boulevard,Nampa,83686-5897,Idaho
6605, Northwest Normal University,cn ,"967 Anning E Road, Anning",Lanzhou,730070,Gansu
6606, Northwest University,us ,5520 108th Avenue NE,Kirkland,98083-0579,Washington
6607, North-West University,za ,53 Borcherd Street,Potchefstroom,2520,North West
6608, Northwest University for Nationalities,cn ,"Minying Road, Chengguan",Lanzhou,730030,Gansu
6609, Northwest University Kano,ng ,Kofar Ruwa Road,Kano,,Kano
6610, Northwest University of Politics and Law,cn ,,Xi'an,710122,Shaanxi
6611," Northwest University, China",cn ,1 Taibai Road,Xi'an,710048,Shaanxi
6612, Northwestern College,us ,101 Seventh Street SW,Orange,51041,Iowa
6613, Northwestern Health Sciences University,us ,2501 W 84Th Street,Bloomington,55431,Minnesota
6614, Northwestern Oklahoma State University,us ,709 Oklahoma Boulevard,Alva,73717-2799,Oklahoma
6615, Northwestern Polytechnical University,cn ,"127 Youyi W Road, Beilin",Xi'an,710072,Shaanxi
6616, North-Western State Medical University,ru ,Kirochnaya ul. 41.,Saint,191015,Saint Petersburg
6617, Northwestern State University of Louisiana,us ,University Parkway,Natchitoches,71497-0002,Louisiana
6618, Northwestern University,us ,633 Clark Street,Evanston,60208,Illinois
6619, Northwestern University in Qatar,qa ,PO Box 34102 Education City,Doha,,
6620," Northwestern University, Philippines",ph ,"Brgy. Bencag, Airport Avenue",Laoag,2900,Ilocos Region
6621, Northwood University,us ,4000 Whiting Drive,Midland,48640-2398,Michigan
6622, Norton University,kh ,"Street No 118, 119, & 130, khan Daun Pen",Phnom,,Phnom Penh
6623, Norwich University,us ,158 Harmon Drive,Northfield,05663-1035,Vermont
6624, Norwich University of the Arts,gb ,Francis House 3-7 Redwell Street,Norwich,NR2 4SN,East of England
6625, Notre Dame College,us ,4545 College Road,Cleveland,44121-4293,Ohio
6626, Notre Dame de Namur University,us ,1500 Ralston Avenue,Belmont,94002-1908,California
6627, Notre Dame of Dadiangas University,ph ,Marist Avenue,City,9500,Soccsksargen
6628, Notre Dame of Kidapawan College,ph ,Datu Ingkal Street,Kidapawan,9400,Soccsksargen
6629, Notre Dame of Marbel University,ph ,Alunan Avenue,Koronadal,9506,Soccsksargen
6630, Notre Dame of Maryland University,us ,4701 N Charles Street,Baltimore,21210-2476,Maryland
6631, Notre Dame Seishin University,jp ,2-16-9 Ifuku-cho,Okayama,700-8516,Okayama
6632, Notre Dame University,lb ,"PO Box 72, Zouk Mikael",Zouk,961,Mount Lebanon
6633, Notre Dame University Bangladesh,bd ,"2 Arambag, Motijheel, GPO Box - 7",Dhaka,1000,Dhaka
6634, Nottingham Trent University,gb ,50 Shakespeare Street,Nottingham,NG1 4FQ,East Midlands
6635, Nova Southeastern University,us ,3301 College Avenue,Fort,33314-7796,Florida
6636, Novena University,ng ,"Private Mailbox 2, Kwale",Ogume,,Delta
6637, Novgorod State University,ru ,ul. Bolaja,Veliky,173003,Novgorod Oblast
6638, Novosibirsk State Agricultural University,ru ,ul. Dobroljubova 160,Novosibirsk,630039,Novosibirsk Oblast
6639, Novosibirsk State Architectural University,ru ,Leningradskaya Str. 113,Novosibirsk,630008,Novosibirsk Oblast
6640, Novosibirsk State Medical University,ru ,"Krasny prosp., 52",Novosibirsk,630091,Novosibirsk Oblast
6641, Novosibirsk State Pedagogical University,ru ,Viluyskay Str. 28,Novosibirsk,630126,Novosibirsk Oblast
6642, Novosibirsk State Technical University,ru ,20 K.Marx Prospekt,Novosibirsk,630092,Novosibirsk Oblast
6643, Novosibirsk State University,ru ,2 Pirogova Street,Novosibirsk,630090,Novosibirsk Oblast
6644, Novosibirsk State University of Economics and Management,ru ,ul. Kamenskaja 56,Novosibirsk,630099,Novosibirsk Oblast
6645, Nsaka University,ug ,"Plot No 925, Block 3; PO Box 1801",Jinja,,Eastern Region
6646, NSCAD University,ca ,5163 Duke Street,Halifax,B3J 3J6,Nova Scotia
6647, nta Hochschule Isny,de ,Seidenstrasse 12-35,Isny,88316,Baden-Wurttemberg
6648, Nueva Ecija University of Science and Technology,ph ,General Tinio Street,Cabanatuan,3100,Central Luzon
6649, Nueva Vizcaya State University,ph ,Quezon Street,Bayombong,,Cagayan Valley
6650, Nuh Naci Yazgan Üniversitesi,tr ,"Erkilet Dere Mah. Kuzey Çevreyolu Nuh Naci Yazgan Üniversitesi, Kocasinan",Kayseri,,Kayseri
6651, Nukus Davlat Pedagogika Instituti,uz ,A. Dosnazarov Street 104,Nukus,230100,Karakalpakstan
6652, Nur International University,pk ,Raiwind Road,Lahore,,Punjab
6653, Nyack College,us ,1 South Boulevard,Nyack,10960-3698,New York
6654, Nyenrode Business Universiteit,nl ,"Straatweg 25, PO Box 130",Breukelen,3620 AC,Utrecht
6655, Nyíregyházi Foiskola,hu ,Sóstói út 31/B,Nyíregyháza,4401,Szabolcs-Szatmar-Bereg
6656, Nyugat-Magyarországi Egyetem,hu ,Bajcsy Zs. u. 4,Sopron,9400,Gyor-Moson-Sopron
6657, O.O. Bogomolets National Medical University,ua ,"Tarasa Shevchenko Boulevard, 13/7",Kiev,01601,Kiev Oblast
6658, O.P. Jindal Global University,in ,"Sonipat Narela Road, Near Jagdishpur Village",Sonipat,131 001,Haryana
6659, O.P. Jindal University,in ,,Raigarh,,Chhattisgarh
6660, Oak Hills Christian College,us ,1600 Oak Hills Road SW,Bemidji,56601-8834,Minnesota
6661, OAK University,zm ,"3rd Floor, Provident House, Cairo Road",Lusaka,,Lusaka
6662, Oakland City University,us ,138 N Lucretia Street,Oakland,47660-1099,Indiana
6663, Oakland University,us ,2200 North Squirrel Road,Rochester,48309-4401,Michigan
6664, Oakwood University,us ,7000 Adventist Boulevard NW,Huntsville,35896,Alabama
6665, Obafemi Awolowo University,ng ,,Ile-Ife,,Osun
6666, Oberlin College,us ,70 N Professor Street,Oberlin,44074,Ohio
6667, Obihiro University of Agriculture and Veterinary Medicine,jp ,"Nishi 2-11, Inada-cho",Obihiro,,Hokkaido
